,Time,BTC_Average_Transaction_Fee_USD,ETH_Average_Transaction_Fee_USD,XRP_Average_Transaction_Fee_USD,DOGE_Average_Transaction_Fee_USD,LTC_Average_Transaction_Fee_USD,BCH_Average_Transaction_Fee_USD,XMR_Average_Transaction_Fee_USD,DASH_Average_Transaction_Fee_USD,ZEC_Average_Transaction_Fee_USD
627,2012-04-04,0.00347,,,,,,,,
628,2012-04-05,0.00347,,,,,,,,
629,2012-04-06,0.00362,,,,,,,,
630,2012-04-07,0.003,,,,,,,,
631,2012-04-08,0.0032,,,,,,,,
632,2012-04-09,0.00287,,,,,,,,
633,2012-04-10,0.00408,,,,,,,,
634,2012-04-11,0.00332,,,,,,,,
635,2012-04-12,0.00378,,,,,,,,
636,2012-04-13,0.00292,,,,,,,,
637,2012-04-14,0.00382,,,,,,,,
638,2012-04-15,0.00253,,,,,,,,
639,2012-04-16,0.00351,,,,,,,,
640,2012-04-17,0.00435,,,,,,,,
641,2012-04-18,0.00371,,,,,,,,
642,2012-04-19,0.00387,,,,,,,,
643,2012-04-20,0.00466,,,,,,,,
644,2012-04-21,0.00373,,,,,,,,
645,2012-04-22,0.0041,,,,,,,,
646,2012-04-23,0.00312,,,,,,,,
647,2012-04-24,0.00438,,,,,,,,
648,2012-04-25,0.00381,,,,,,,,
649,2012-04-26,0.00638,,,,,,,,
650,2012-04-27,0.00498,,,,,,,,
651,2012-04-28,0.00476,,,,,,,,
652,2012-04-29,0.00266,,,,,,,,
653,2012-04-30,0.00274,,,,,,,,
654,2012-05-01,0.00334,,,,,,,,
655,2012-05-02,0.00355,,,,,,,,
656,2012-05-03,0.00416,,,,,,,,
657,2012-05-04,0.00382,,,,,,,,
658,2012-05-05,0.00311,,,,,,,,
659,2012-05-06,0.00339,,,,,,,,
660,2012-05-07,0.00377,,,,,,,,
661,2012-05-08,0.00358,,,,,,,,
662,2012-05-09,0.00418,,,,,,,,
663,2012-05-10,0.00375,,,,,,,,
664,2012-05-11,0.00319,,,,,,,,
665,2012-05-12,0.00297,,,,,,,,
666,2012-05-13,0.004,,,,,,,,
667,2012-05-14,0.00491,,,,,,,,
668,2012-05-15,0.00464,,,,,,,,
669,2012-05-16,0.00367,,,,,,,,
670,2012-05-17,0.00355,,,,,,,,
671,2012-05-18,0.0036,,,,,,,,
672,2012-05-19,0.00462,,,,,,,,
673,2012-05-20,0.00326,,,,,,,,
674,2012-05-21,0.00317,,,,,,,,
675,2012-05-22,0.00279,,,,,,,,
676,2012-05-23,0.00358,,,,,,,,
677,2012-05-24,0.00376,,,,,,,,
678,2012-05-25,0.00343,,,,,,,,
679,2012-05-26,0.00344,,,,,,,,
680,2012-05-27,0.00342,,,,,,,,
681,2012-05-28,0.00336,,,,,,,,
682,2012-05-29,0.00294,,,,,,,,
683,2012-05-30,0.00381,,,,,,,,
684,2012-05-31,0.0031,,,,,,,,
685,2012-06-01,0.00319,,,,,,,,
686,2012-06-02,0.00297,,,,,,,,
687,2012-06-03,0.00301,,,,,,,,
688,2012-06-04,0.00329,,,,,,,,
689,2012-06-05,0.00365,,,,,,,,
690,2012-06-06,0.00389,,,,,,,,
691,2012-06-07,0.00358,,,,,,,,
692,2012-06-08,0.0039,,,,,,,,
693,2012-06-09,0.00387,,,,,,,,
694,2012-06-10,0.00344,,,,,,,,
695,2012-06-11,0.00311,,,,,,,,
696,2012-06-12,0.00352,,,,,,,,
697,2012-06-13,0.00391,,,,,,,,
698,2012-06-14,0.00372,,,,,,,,
699,2012-06-15,0.00381,,,,,,,,
700,2012-06-16,0.00413,,,,,,,,
701,2012-06-17,0.00382,,,,,,,,
702,2012-06-18,0.00448,,,,,,,,
703,2012-06-19,0.00451,,,,,,,,
704,2012-06-20,0.00445,,,,,,,,
705,2012-06-21,0.00788,,,,,,,,
706,2012-06-22,0.00584,,,,,,,,
707,2012-06-23,0.0052,,,,,,,,
708,2012-06-24,0.0042,,,,,,,,
709,2012-06-25,0.00357,,,,,,,,
710,2012-06-26,0.00387,,,,,,,,
711,2012-06-27,0.00388,,,,,,,,
712,2012-06-28,0.00396,,,,,,,,
713,2012-06-29,0.00345,,,,,,,,
714,2012-06-30,0.00414,,,,,,,,
715,2012-07-01,0.00336,,,,,,,,
716,2012-07-02,0.00491,,,,,,,,
717,2012-07-03,0.00363,,,,,,,,
718,2012-07-04,0.00374,,,,,,,,
719,2012-07-05,0.00388,,,,,,,,
720,2012-07-06,0.00459,,,,,,,,
721,2012-07-07,0.0113,,,,,,,,
722,2012-07-08,0.00378,,,,,,,,
723,2012-07-09,0.0044,,,,,,,,
724,2012-07-10,0.00489,,,,,,,,
725,2012-07-11,0.00442,,,,,,,,
726,2012-07-12,0.00418,,,,,,,,
727,2012-07-13,0.00453,,,,0.00186,,,,
728,2012-07-14,0.00513,,,,0.00176,,,,
729,2012-07-15,0.00509,,,,0.00179,,,,
730,2012-07-16,0.00552,,,,0.00481,,,,
731,2012-07-17,0.00497,,,,0.0035,,,,
732,2012-07-18,0.00729,,,,0.0021,,,,
733,2012-07-19,0.00587,,,,0.00221,,,,
734,2012-07-20,0.00889,,,,0.00298,,,,
735,2012-07-21,0.00506,,,,0.00238,,,,
736,2012-07-22,0.0045,,,,0.00227,,,,
737,2012-07-23,0.00563,,,,0.00271,,,,
738,2012-07-24,0.00483,,,,0.00302,,,,
739,2012-07-25,0.00482,,,,0.00267,,,,
740,2012-07-26,0.00527,,,,0.00234,,,,
741,2012-07-27,0.00567,,,,0.00252,,,,
742,2012-07-28,0.00521,,,,0.0029,,,,
743,2012-07-29,0.00474,,,,0.00286,,,,
744,2012-07-30,0.0052,,,,0.00504,,,,
745,2012-07-31,0.0047,,,,0.0222,,,,
746,2012-08-01,0.00622,,,,,,,,
747,2012-08-02,0.00602,,,,0.00326,,,,
748,2012-08-03,0.00969,,,,0.00349,,,,
749,2012-08-04,0.00623,,,,0.00883,,,,
750,2012-08-05,0.00846,,,,0.0053,,,,
751,2012-08-06,0.0077,,,,0.00282,,,,
752,2012-08-07,0.00708,,,,0.00279,,,,
753,2012-08-08,0.0146,,,,0.00301,,,,
754,2012-08-09,0.00647,,,,0.0029,,,,
755,2012-08-10,0.0178,,,,0.00292,,,,
756,2012-08-11,0.00668,,,,0.00216,,,,
757,2012-08-12,0.00578,,,,0.00393,,,,
758,2012-08-13,0.00621,,,,0.00232,,,,
759,2012-08-14,0.00729,,,,0.00244,,,,
760,2012-08-15,0.00818,,,,0.00222,,,,
761,2012-08-16,0.00818,,,,0.00195,,,,
762,2012-08-17,0.00956,,,,0.00194,,,,
763,2012-08-18,0.00576,,,,0.00184,,,,
764,2012-08-19,0.0058,,,,0.00253,,,,
765,2012-08-20,0.00699,,,,0.00182,,,,
766,2012-08-21,0.00581,,,,0.00193,,,,
767,2012-08-22,0.00597,,,,0.00246,,,,
768,2012-08-23,0.00652,,,,0.00231,,,,
769,2012-08-24,0.0062,,,,0.00193,,,,
770,2012-08-25,0.00758,,,,0.00435,,,,
771,2012-08-26,0.00744,,,,0.0037,,,,
772,2012-08-27,0.00942,,,,0.00272,,,,
773,2012-08-28,0.00926,,,,0.00214,,,,
774,2012-08-29,0.00775,,,,0.00265,,,,
775,2012-08-30,0.00929,,,,0.00246,,,,
776,2012-08-31,0.00788,,,,0.00191,,,,
777,2012-09-01,0.00875,,,,0.0028,,,,
778,2012-09-02,0.00923,,,,0.00556,,,,
779,2012-09-03,0.0092,,,,0.00425,,,,
780,2012-09-04,0.0078,,,,0.00328,,,,
781,2012-09-05,0.00684,,,,0.00461,,,,
782,2012-09-06,0.00665,,,,0.00316,,,,
783,2012-09-07,0.00665,,,,0.00183,,,,
784,2012-09-08,0.00793,,,,0.00693,,,,
785,2012-09-09,0.00778,,,,0.00345,,,,
786,2012-09-10,0.00797,,,,0.00335,,,,
787,2012-09-11,0.00909,,,,0.00312,,,,
788,2012-09-12,0.00833,,,,0.00255,,,,
789,2012-09-13,0.00771,,,,0.00251,,,,
790,2012-09-14,0.00651,,,,0.00267,,,,
791,2012-09-15,0.00639,,,,0.00322,,,,
792,2012-09-16,0.00617,,,,0.00332,,,,
793,2012-09-17,0.00716,,,,0.00279,,,,
794,2012-09-18,0.00829,,,,0.00176,,,,
795,2012-09-19,0.00829,,,,0.00343,,,,
796,2012-09-20,0.00719,,,,0.00193,,,,
797,2012-09-21,0.012,,,,0.00249,,,,
798,2012-09-22,0.00854,,,,0.00238,,,,
799,2012-09-23,0.00798,,,,0.00217,,,,
800,2012-09-24,0.0118,,,,0.00391,,,,
801,2012-09-25,0.00727,,,,0.00435,,,,
802,2012-09-26,0.00741,,,,0.00291,,,,
803,2012-09-27,0.00706,,,,0.00207,,,,
804,2012-09-28,0.0225,,,,0.00267,,,,
805,2012-09-29,0.00745,,,,0.00205,,,,
806,2012-09-30,0.00692,,,,0.00267,,,,
807,2012-10-01,0.00835,,,,0.00231,,,,
808,2012-10-02,0.0118,,,,0.00308,,,,
809,2012-10-03,0.00892,,,,0.00888,,,,
810,2012-10-04,0.052,,,,0.00208,,,,
811,2012-10-05,0.00971,,,,0.00319,,,,
812,2012-10-06,0.00869,,,,0.0035,,,,
813,2012-10-07,0.00928,,,,0.00372,,,,
814,2012-10-08,0.00848,,,,0.00379,,,,
815,2012-10-09,0.00862,,,,0.00573,,,,
816,2012-10-10,0.00906,,,,0.00493,,,,
817,2012-10-11,0.00988,,,,0.00499,,,,
818,2012-10-12,0.00864,,,,0.00819,,,,
819,2012-10-13,0.00762,,,,0.00499,,,,
820,2012-10-14,0.0074,,,,0.00648,,,,
821,2012-10-15,0.00825,,,,0.00903,,,,
822,2012-10-16,0.00862,,,,0.00895,,,,
823,2012-10-17,0.0249,,,,0.00665,,,,
824,2012-10-18,0.0072,,,,0.00688,,,,
825,2012-10-19,0.0074,,,,0.00618,,,,
826,2012-10-20,0.00696,,,,0.00549,,,,
827,2012-10-21,0.00712,,,,0.00675,,,,
828,2012-10-22,0.00685,,,,0.00631,,,,
829,2012-10-23,0.0077,,,,0.00561,,,,
830,2012-10-24,0.00775,,,,0.00553,,,,
831,2012-10-25,0.00699,,,,0.00403,,,,
832,2012-10-26,0.00881,,,,0.00576,,,,
833,2012-10-27,0.00794,,,,0.00471,,,,
834,2012-10-28,0.00748,,,,0.00487,,,,
835,2012-10-29,0.00867,,,,0.00503,,,,
836,2012-10-30,0.00831,,,,0.00471,,,,
837,2012-10-31,0.00918,,,,0.0049,,,,
838,2012-11-01,0.00936,,,,0.00478,,,,
839,2012-11-02,0.00987,,,,0.00316,,,,
840,2012-11-03,0.00833,,,,0.00467,,,,
841,2012-11-04,0.00867,,,,0.00408,,,,
842,2012-11-05,0.00867,,,,0.00511,,,,
843,2012-11-06,0.00872,,,,0.00321,,,,
844,2012-11-07,0.00878,,,,0.0036,,,,
845,2012-11-08,0.00854,,,,0.00419,,,,
846,2012-11-09,0.00844,,,,0.00306,,,,
847,2012-11-10,0.00867,,,,0.00393,,,,
848,2012-11-11,0.0081,,,,0.00422,,,,
849,2012-11-12,0.0082,,,,0.00359,,,,
850,2012-11-13,0.00835,,,,0.00311,,,,
851,2012-11-14,0.00849,,,,0.00284,,,,
852,2012-11-15,0.00937,,,,0.0034,,,,
853,2012-11-16,0.00932,,,,0.00385,,,,
854,2012-11-17,0.0093,,,,0.00338,,,,
855,2012-11-18,0.00938,,,,0.00254,,,,
856,2012-11-19,0.00891,,,,0.0027,,,,
857,2012-11-20,0.00897,,,,0.00263,,,,
858,2012-11-21,0.00928,,,,0.00292,,,,
859,2012-11-22,0.0086,,,,0.00295,,,,
860,2012-11-23,0.0102,,,,0.00364,,,,
861,2012-11-24,0.00912,,,,0.00283,,,,
862,2012-11-25,0.01,,,,0.0032,,,,
863,2012-11-26,0.00917,,,,0.00399,,,,
864,2012-11-27,0.0365,,,,0.00236,,,,
865,2012-11-28,0.0144,,,,0.00278,,,,
866,2012-11-29,0.00987,,,,0.00291,,,,
867,2012-11-30,0.00954,,,,0.00384,,,,
868,2012-12-01,0.00997,,,,0.00439,,,,
869,2012-12-02,0.00932,,,,0.00517,,,,
870,2012-12-03,0.0107,,,,0.00567,,,,
871,2012-12-04,0.0114,,,,0.00402,,,,
872,2012-12-05,0.0108,,,,0.00647,,,,
873,2012-12-06,0.0112,,,,0.00329,,,,
874,2012-12-07,0.0102,,,,0.00349,,,,
875,2012-12-08,0.0105,,,,0.00333,,,,
876,2012-12-09,0.0102,,,,0.00469,,,,
877,2012-12-10,0.0114,,,,0.00595,,,,
878,2012-12-11,0.0116,,,,0.0041,,,,
879,2012-12-12,0.0107,,,,0.00439,,,,
880,2012-12-13,0.0146,,,,0.00405,,,,
881,2012-12-14,0.0113,,,,0.00572,,,,
882,2012-12-15,0.0102,,,,0.00379,,,,
883,2012-12-16,0.0105,,,,0.0029,,,,
884,2012-12-17,0.0108,,,,0.0033,,,,
885,2012-12-18,0.0107,,,,0.00359,,,,
886,2012-12-19,0.0105,,,,0.00449,,,,
887,2012-12-20,0.0118,,,,0.00388,,,,
888,2012-12-21,0.0113,,,,0.00476,,,,
889,2012-12-22,0.0108,,,,0.0039,,,,
890,2012-12-23,0.0115,,,,0.00316,,,,
891,2012-12-24,0.0104,,,,0.00238,,,,
892,2012-12-25,0.0109,,,,0.00343,,,,
893,2012-12-26,0.0108,,,,0.00379,,,,
894,2012-12-27,0.0114,,,,0.00634,,,,
895,2012-12-28,0.0107,,,,0.00325,,,,
896,2012-12-29,0.0106,,,,0.00346,,,,
897,2012-12-30,0.0104,,,,0.00387,,,,
898,2012-12-31,0.011,,,,0.00319,,,,
899,2013-01-01,0.0107,,,,0.00288,,,,
900,2013-01-02,0.0108,,,,0.00243,,,,
901,2013-01-03,0.0118,,,,0.00512,,,,
902,2013-01-04,0.0105,,,,0.0033,,,,
903,2013-01-05,0.0105,,,,0.00609,,,,
904,2013-01-06,0.0139,,,,0.00416,,,,
905,2013-01-07,0.0118,,,,0.00285,,,,
906,2013-01-08,0.0113,,,,0.00495,,,,
907,2013-01-09,0.0104,,,,0.00333,,,,
908,2013-01-10,0.0403,,,,0.00384,,,,
909,2013-01-11,0.0113,,,,0.0111,,,,
910,2013-01-12,0.0113,,,,0.00403,,,,
911,2013-01-13,0.0111,,,,0.00671,,,,
912,2013-01-14,0.011,,,,0.00325,,,,
913,2013-01-15,0.0104,,,,0.00231,,,,
914,2013-01-16,0.0109,,,,0.00313,,,,
915,2013-01-17,0.0117,,,,0.00347,,,,
916,2013-01-18,0.0117,,,,0.00328,,,,
917,2013-01-19,0.0174,,,,0.00396,,,,
918,2013-01-20,0.0123,,,,0.00313,,,,
919,2013-01-21,0.0116,,,,0.00531,,,,
920,2013-01-22,0.0127,,,,0.00343,,,,
921,2013-01-23,0.0162,,,,0.00336,,,,
922,2013-01-24,0.0162,,,,0.00348,,,,
923,2013-01-25,0.0144,,,,0.00414,,,,
924,2013-01-26,0.0158,,,,0.00265,,,,
925,2013-01-27,0.0149,,,,0.0028,,,,
926,2013-01-28,0.0147,,,,0.00486,,,,
927,2013-01-29,0.0178,,,,0.00272,,,,
928,2013-01-30,0.0161,,,,0.0048,,,,
929,2013-01-31,0.0183,,,,0.00336,,,,
930,2013-02-01,0.0178,,,,0.00283,,,,
931,2013-02-02,0.0272,,,,0.00445,,,,
932,2013-02-03,0.0171,,,,0.00321,,,,
933,2013-02-04,0.0166,,,,0.00349,,,,
934,2013-02-05,0.016,,,,0.00386,,,,
935,2013-02-06,0.0156,,,,0.00347,,,,
936,2013-02-07,0.0169,,,,0.00464,,,,
937,2013-02-08,0.0178,,,,0.00509,,,,
938,2013-02-09,0.0179,,,,0.00618,,,,
939,2013-02-10,0.0187,,,,0.00549,,,,
940,2013-02-11,0.0201,,,,0.00548,,,,
941,2013-02-12,0.02,,,,0.00398,,,,
942,2013-02-13,0.0231,,,,0.00386,,,,
943,2013-02-14,0.0215,,,,0.00543,,,,
944,2013-02-15,0.0272,,,,0.00498,,,,
945,2013-02-16,0.0263,,,,0.00387,,,,
946,2013-02-17,0.0251,,,,0.0032,,,,
947,2013-02-18,0.0238,,,,0.00332,,,,
948,2013-02-19,0.0236,,,,0.00364,,,,
949,2013-02-20,0.0243,,,,0.00644,,,,
950,2013-02-21,0.027,,,,0.00544,,,,
951,2013-02-22,0.0251,,,,0.00519,,,,
952,2013-02-23,0.0242,,,,0.00546,,,,
953,2013-02-24,0.0227,,,,0.00414,,,,
954,2013-02-25,0.0287,,,,0.00427,,,,
955,2013-02-26,0.0262,,,,0.00608,,,,
956,2013-02-27,0.0268,,,,0.00673,,,,
957,2013-02-28,0.0303,,,,0.00729,,,,
958,2013-03-01,0.0351,,,,0.00509,,,,
959,2013-03-02,0.0304,,,,0.00347,,,,
960,2013-03-03,0.0269,,,,0.00462,,,,
961,2013-03-04,0.0288,,,,0.0108,,,,
962,2013-03-05,0.0332,,,,0.0144,,,,
963,2013-03-06,0.0979,,,,0.0126,,,,
964,2013-03-07,0.037,,,,0.0156,,,,
965,2013-03-08,0.0353,,,,0.0172,,,,
966,2013-03-09,0.0406,,,,0.0135,,,,
967,2013-03-10,0.037,,,,0.027,,,,
968,2013-03-11,0.0381,,,,0.0372,,,,
969,2013-03-12,0.0608,,,,0.0251,,,,
970,2013-03-13,0.0399,,,,0.0301,,,,
971,2013-03-14,0.0393,,,,0.0361,,,,
972,2013-03-15,0.0453,,,,0.0395,,,,
973,2013-03-16,0.0408,,,,0.0354,,,,
974,2013-03-17,0.0396,,,,0.0362,,,,
975,2013-03-18,0.0404,,,,0.0338,,,,
976,2013-03-19,0.0578,,,,0.0373,,,,
977,2013-03-20,0.0465,,,,0.0338,,,,
978,2013-03-21,0.0585,,,,0.0354,,,,
979,2013-03-22,0.0738,,,,0.0325,,,,
980,2013-03-23,0.0635,,,,0.0308,,,,
981,2013-03-24,0.0514,,,,0.0395,,,,
982,2013-03-25,0.0628,,,,0.0364,,,,
983,2013-03-26,0.0665,,,,0.0369,,,,
984,2013-03-27,0.0896,,,,0.0279,,,,
985,2013-03-28,0.0863,,,,0.034,,,,
986,2013-03-29,0.0847,,,,0.0403,,,,
987,2013-03-30,0.0949,,,,0.0455,,,,
988,2013-03-31,0.0932,,,,0.0493,,,,
989,2013-04-01,0.0777,,,,0.0862,,,,
990,2013-04-02,0.105,,,,0.157,,,,
991,2013-04-03,0.133,,,,0.232,,,,
992,2013-04-04,0.141,,,,0.291,,,,
993,2013-04-05,0.12,,,,0.268,,,,
994,2013-04-06,0.101,,,,0.243,,,,
995,2013-04-07,0.121,,,,0.196,,,,
996,2013-04-08,0.123,,,,0.287,,,,
997,2013-04-09,0.144,,,,0.315,,,,
998,2013-04-10,0.181,,,,0.276,,,,
999,2013-04-11,0.107,,,,0.163,,,,
1000,2013-04-12,0.0891,,,,0.139,,,,
1001,2013-04-13,0.0743,,,,0.149,,,,
1002,2013-04-14,0.0886,,,,0.146,,,,
1003,2013-04-15,0.119,,,,0.156,,,,
1004,2013-04-16,0.0578,,,,0.132,,,,
1005,2013-04-17,0.112,,,,0.133,,,,
1006,2013-04-18,0.0866,,,,0.146,,,,
1007,2013-04-19,0.0994,,,,0.149,,,,
1008,2013-04-20,0.11,,,,0.179,,,,
1009,2013-04-21,0.0854,,,,0.148,,,,
1010,2013-04-22,0.112,,,,0.149,,,,
1011,2013-04-23,0.12,,,,0.196,,,,
1012,2013-04-24,0.13,,,,0.197,,,,
1013,2013-04-25,0.136,,,,0.223,,,,
1014,2013-04-26,0.098,,,,0.229,,,,
1015,2013-04-27,0.111,,,,0.241,,,,
1016,2013-04-28,0.0975,,,,0.263,,,,
1017,2013-04-29,0.116,,,,0.28,,,,
1018,2013-04-30,0.13,,,,0.357,,,,
1019,2013-05-01,0.0924,,,,0.281,,,,
1020,2013-05-02,0.106,,,,0.236,,,,
1021,2013-05-03,0.091,,,,0.192,,,,
1022,2013-05-04,0.0957,,,,0.197,,,,
1023,2013-05-05,0.0827,,,,0.187,,,,
1024,2013-05-06,0.113,,,,0.241,,,,
1025,2013-05-07,0.0912,,,,0.17,,,,
1026,2013-05-08,0.113,,,,0.181,,,,
1027,2013-05-09,0.107,,,,0.242,,,,
1028,2013-05-10,0.105,,,,0.222,,,,
1029,2013-05-11,0.0948,,,,0.191,,,,
1030,2013-05-12,0.0969,,,,0.176,,,,
1031,2013-05-13,0.108,,,,0.17,,,,
1032,2013-05-14,0.094,,,,0.163,,,,
1033,2013-05-15,0.0988,,,,0.151,,,,
1034,2013-05-16,0.136,,,,0.168,,,,
1035,2013-05-17,0.105,,,,0.161,,,,
1036,2013-05-18,0.0857,,,,0.158,,,,
1037,2013-05-19,0.112,,,,0.151,,,,
1038,2013-05-20,0.101,,,,0.173,,,,
1039,2013-05-21,0.0997,,,,0.171,,,,
1040,2013-05-22,0.112,,,,0.154,,,,
1041,2013-05-23,0.112,,,,0.165,,,,
1042,2013-05-24,0.109,,,,0.177,,,,
1043,2013-05-25,0.118,,,,0.175,,,,
1044,2013-05-26,0.1,,,,0.177,,,,
1045,2013-05-27,0.119,,,,0.153,,,,
1046,2013-05-28,0.121,,,,0.147,,,,
1047,2013-05-29,0.12,,,,0.154,,,,
1048,2013-05-30,0.106,,,,0.162,,,,
1049,2013-05-31,0.105,,,,0.141,,,,
1050,2013-06-01,0.0968,,,,0.15,,,,
1051,2013-06-02,0.122,,,,0.134,,,,
1052,2013-06-03,0.127,,,,0.144,,,,
1053,2013-06-04,0.113,,,,0.153,,,,
1054,2013-06-05,0.128,,,,0.169,,,,
1055,2013-06-06,0.0905,,,,0.139,,,,
1056,2013-06-07,0.0866,,,,0.172,,,,
1057,2013-06-08,0.106,,,,0.143,,,,
1058,2013-06-09,0.0862,,,,0.132,,,,
1059,2013-06-10,0.08,,,,0.135,,,,
1060,2013-06-11,0.103,,,,0.151,,,,
1061,2013-06-12,0.101,,,,0.13,,,,
1062,2013-06-13,0.102,,,,0.128,,,,
1063,2013-06-14,0.0747,,,,0.114,,,,
1064,2013-06-15,0.0928,,,,0.111,,,,
1065,2013-06-16,0.0734,,,,0.117,,,,
1066,2013-06-17,0.0811,,,,0.122,,,,
1067,2013-06-18,0.0853,,,,0.133,,,,
1068,2013-06-19,0.0838,,,,0.124,,,,
1069,2013-06-20,0.141,,,,0.0954,,,,
1070,2013-06-21,0.0973,,,,0.083,,,,
1071,2013-06-22,0.13,,,,0.081,,,,
1072,2013-06-23,0.0872,,,,0.065,,,,
1073,2013-06-24,0.0875,,,,0.0688,,,,
1074,2013-06-25,0.0739,,,,0.0692,,,,
1075,2013-06-26,0.0869,,,,0.0835,,,,
1076,2013-06-27,0.0646,,,,0.0776,,,,
1077,2013-06-28,0.0898,,,,0.0624,,,,
1078,2013-06-29,0.0599,,,,0.0565,,,,
1079,2013-06-30,0.0849,,,,0.0613,,,,
1080,2013-07-01,0.053,,,,0.0753,,,,
1081,2013-07-02,0.075,,,,0.043,,,,
1082,2013-07-03,0.0649,,,,0.0479,,,,
1083,2013-07-04,0.0521,,,,0.0394,,,,
1084,2013-07-05,0.0643,,,,0.035,,,,
1085,2013-07-06,0.0593,,,,0.0464,,,,
1086,2013-07-07,0.0426,,,,0.036,,,,
1087,2013-07-08,0.0612,,,,0.0396,,,,
1088,2013-07-09,0.062,,,,0.0417,,,,
1089,2013-07-10,0.0514,,,,0.0422,,,,
1090,2013-07-11,0.0665,,,,0.0512,,,,
1091,2013-07-12,0.0544,,,,0.0692,,,,
1092,2013-07-13,0.0783,,,,0.0389,,,,
1093,2013-07-14,0.0582,,,,0.0482,,,,
1094,2013-07-15,0.0545,,,,0.0562,,,,
1095,2013-07-16,0.0822,,,,0.0407,,,,
1096,2013-07-17,0.0739,,,,0.0363,,,,
1097,2013-07-18,0.0789,,,,0.0541,,,,
1098,2013-07-19,0.0484,,,,0.0419,,,,
1099,2013-07-20,0.0575,,,,0.0552,,,,
1100,2013-07-21,0.0584,,,,0.0465,,,,
1101,2013-07-22,0.0692,,,,0.058,,,,
1102,2013-07-23,0.0477,,,,0.0451,,,,
1103,2013-07-24,0.0729,,,,0.0417,,,,
1104,2013-07-25,0.07,,,,0.0394,,,,
1105,2013-07-26,0.0487,,,,0.0302,,,,
1106,2013-07-27,0.0775,,,,0.0325,,,,
1107,2013-07-28,0.0567,,,,0.0323,,,,
1108,2013-07-29,0.0666,,,,0.0374,,,,
1109,2013-07-30,0.0836,,,,0.0409,,,,
1110,2013-07-31,0.0958,,,,0.0464,,,,
1111,2013-08-01,0.0725,,,,0.0359,,,,
1112,2013-08-02,0.054,,,,0.0368,,,,
1113,2013-08-03,0.0553,,,,0.0352,,,,
1114,2013-08-04,0.0697,,,,0.0446,,,,
1115,2013-08-05,0.0523,,,,0.0492,,,,
1116,2013-08-06,0.0745,,,,0.0393,,,,
1117,2013-08-07,0.0535,,,,0.0521,,,,
1118,2013-08-08,0.0815,,,,0.0373,,,,
1119,2013-08-09,0.0836,,,,0.0395,,,,
1120,2013-08-10,0.0538,,,,0.0578,,,,
1121,2013-08-11,0.08,,,,0.0246,,,,
1122,2013-08-12,0.0477,,,,0.0224,,,,
1123,2013-08-13,0.0534,,,,0.0246,,,,
1124,2013-08-14,0.0827,,,,0.0385,,,,
1125,2013-08-15,0.106,,,,0.0345,,,,
1126,2013-08-16,0.0639,,,,0.0237,,,,
1127,2013-08-17,0.0497,,,,0.0253,,,,
1128,2013-08-18,0.0792,,,,0.0282,,,,
1129,2013-08-19,0.067,,,,0.0269,,,,
1130,2013-08-20,0.0548,,,,0.0398,,,,
1131,2013-08-21,0.056,,,,0.0272,,,,
1132,2013-08-22,0.0625,,,,0.0191,,,,
1133,2013-08-23,0.0653,,,,0.0222,,,,
1134,2013-08-24,0.0568,,,,0.0462,,,,
1135,2013-08-25,0.0736,,,,0.0356,,,,
1136,2013-08-26,0.0793,,,,0.0367,,,,
1137,2013-08-27,0.0719,,,,0.0394,,,,
1138,2013-08-28,0.466,,,,0.0286,,,,
1139,2013-08-29,0.0532,,,,0.0217,,,,
1140,2013-08-30,0.0833,,,,0.0257,,,,
1141,2013-08-31,0.0806,,,,0.0207,,,,
1142,2013-09-01,0.0671,,,,0.0244,,,,
1143,2013-09-02,0.117,,,,0.0281,,,,
1144,2013-09-03,0.075,,,,0.0247,,,,
1145,2013-09-04,0.0619,,,,0.0303,,,,
1146,2013-09-05,0.0632,,,,0.0328,,,,
1147,2013-09-06,0.0635,,,,0.0248,,,,
1148,2013-09-07,0.0544,,,,0.0283,,,,
1149,2013-09-08,0.0658,,,,0.0238,,,,
1150,2013-09-09,0.0626,,,,0.028,,,,
1151,2013-09-10,0.0577,,,,0.0276,,,,
1152,2013-09-11,0.056,,,,0.0299,,,,
1153,2013-09-12,0.072,,,,0.0275,,,,
1154,2013-09-13,0.0583,,,,0.14,,,,
1155,2013-09-14,0.0579,,,,0.0305,,,,
1156,2013-09-15,0.0639,,,,0.0269,,,,
1157,2013-09-16,0.0986,,,,0.0254,,,,
1158,2013-09-17,0.555,,,,0.024,,,,
1159,2013-09-18,0.223,,,,0.0233,,,,
1160,2013-09-19,0.189,,,,0.0288,,,,
1161,2013-09-20,0.0556,,,,0.029,,,,
1162,2013-09-21,0.0619,,,,0.0273,,,,
1163,2013-09-22,0.063,,,,0.0289,,,,
1164,2013-09-23,0.0735,,,,0.0401,,,,
1165,2013-09-24,0.0596,,,,0.0302,,,,
1166,2013-09-25,0.0698,,,,0.0308,,,,
1167,2013-09-26,0.0582,,,,0.0291,,,,
1168,2013-09-27,0.216,,,,0.0259,,,,
1169,2013-09-28,0.0758,,,,0.0356,,,,
1170,2013-09-29,0.0777,,,,0.0274,,,,
1171,2013-09-30,0.0674,,,,0.0228,,,,
1172,2013-10-01,0.0847,,,,0.0305,,,,
1173,2013-10-02,0.0729,,,,0.0376,,,,
