,Time,BTC_Average_Fee_Percentage_in_Total_Block_Reward,ETH_Average_Fee_Percentage_in_Total_Block_Reward,XRP_Average_Fee_Percentage_in_Total_Block_Reward,DOGE_Average_Fee_Percentage_in_Total_Block_Reward,LTC_Average_Fee_Percentage_in_Total_Block_Reward,BCH_Average_Fee_Percentage_in_Total_Block_Reward,XMR_Average_Fee_Percentage_in_Total_Block_Reward,DASH_Average_Fee_Percentage_in_Total_Block_Reward,ZEC_Average_Fee_Percentage_in_Total_Block_Reward
4184,2021-12-29,1.779,6.896,,0.302,0.221,0.0741,0.432,0.0508,
4185,2021-12-30,2.32,6.137,,0.289,0.241,0.0909,0.471,0.0566,
4186,2021-12-31,1.905,5.422,,0.291,0.214,0.0975,0.384,0.0416,
4187,2022-01-01,0.86,4.545,,0.25,0.165,0.0953,0.281,0.0308,
4188,2022-01-02,0.93,5.316,,0.262,0.182,0.109,0.43,0.0409,
4189,2022-01-03,1.308,5.478,,0.272,0.227,0.0983,0.543,0.0505,
4190,2022-01-04,1.426,6.569,,0.308,0.226,0.0979,0.527,0.0587,
4191,2022-01-05,1.662,7.485,,0.299,0.221,0.102,0.496,0.0436,
4192,2022-01-06,1.643,6.754,,0.286,0.194,0.0881,0.46,0.0511,
4193,2022-01-07,1.609,7.505,,0.3,0.213,0.0938,1.19,0.0474,
4194,2022-01-08,1.066,5.759,,0.3,0.213,0.0861,0.38,0.0482,
4195,2022-01-09,0.885,5.817,,0.274,0.228,0.0792,0.177,0.0542,
4196,2022-01-10,1.275,7.948,,2.13,0.253,0.12,0.501,0.0539,
4197,2022-01-11,1.173,7.282,,0.314,0.224,0.0964,0.544,0.0554,
4198,2022-01-12,1.325,7.941,,0.301,0.236,0.0888,0.381,0.126,
4199,2022-01-13,0.925,6.554,,0.417,0.208,0.0907,0.576,0.0424,
4200,2022-01-14,0.964,6.771,,0.509,0.212,0.0878,0.498,0.0602,
4201,2022-01-15,0.711,5.265,,0.335,0.224,0.0993,0.346,0.0588,
4202,2022-01-16,0.579,5.291,,0.298,0.187,0.0704,0.974,0.0728,
4203,2022-01-17,0.896,6.505,,1.743,0.219,0.0774,0.493,0.0812,
4204,2022-01-18,1.103,5.975,,0.287,0.226,0.0823,0.487,0.0433,
4205,2022-01-19,0.795,6.502,,0.431,0.215,0.097,0.496,0.0532,
4206,2022-01-20,0.933,6.64,,0.289,0.232,0.0989,0.497,0.043,
4207,2022-01-21,1.43,8.784,,0.292,0.235,0.0822,0.575,0.0701,
4208,2022-01-22,1.314,8.432,,0.321,0.216,0.0966,0.406,0.0752,
4209,2022-01-23,0.865,5.404,,0.255,0.195,0.114,0.374,0.038,
4210,2022-01-24,1.227,7.329,,0.276,0.209,0.102,0.672,0.0492,
4211,2022-01-25,1.13,6.035,,0.302,0.226,0.0974,0.695,0.0443,
4212,2022-01-26,1.455,6.587,,0.297,0.194,0.118,0.651,0.0138,
4213,2022-01-27,1.404,6.764,,0.27,0.191,0.097,0.486,0.0476,
4214,2022-01-28,1.286,6.108,,0.333,0.211,0.0823,0.525,0.0677,
4215,2022-01-29,1.308,5.656,,0.263,0.199,0.0904,0.443,0.0435,
4216,2022-01-30,1.144,5.818,,0.253,0.196,0.0746,0.396,0.036,
4217,2022-01-31,1.437,5.535,,0.259,0.204,0.0915,0.444,0.0373,
4218,2022-02-01,1.506,6.211,,0.281,0.22,0.104,0.626,0.041,
4219,2022-02-02,1.268,6.341,,0.283,0.236,0.1,1.238,0.041,
4220,2022-02-03,1.143,5.873,,0.262,0.211,0.1,0.619,0.0372,
4221,2022-02-04,1.69,5.553,,0.315,0.225,0.105,0.643,0.051,
4222,2022-02-05,1.865,5.773,,0.335,0.226,0.0705,0.418,0.0445,
4223,2022-02-06,1.043,4.232,,0.258,0.214,0.0903,0.469,0.0449,
4224,2022-02-07,1.683,5.941,,0.338,0.209,0.085,0.708,0.0576,
4225,2022-02-08,1.485,5.238,,0.337,0.232,0.124,0.693,0.065,
4226,2022-02-09,1.64,5.49,,0.283,0.216,0.117,0.617,0.0604,
4227,2022-02-10,2.088,5.68,,2.327,0.237,0.0924,0.642,0.0509,
4228,2022-02-11,1.853,5.056,,0.29,0.246,0.126,0.575,0.0596,
4229,2022-02-12,1.049,4.48,,0.299,0.227,0.0875,0.396,0.0469,
4230,2022-02-13,0.875,3.991,,0.324,0.255,0.0778,0.901,0.069,
4231,2022-02-14,1.154,4.466,,0.339,0.216,0.0985,0.525,0.0412,
4232,2022-02-15,1.129,5.106,,0.319,0.239,0.0908,0.482,0.0485,
4233,2022-02-16,1.025,5.186,,0.303,0.253,0.0859,0.626,0.0449,
4234,2022-02-17,1.001,5.164,,0.293,0.234,0.0674,0.498,0.0455,
4235,2022-02-18,1.112,4.453,,0.277,0.238,0.096,0.544,0.0315,
4236,2022-02-19,0.733,4.327,,0.314,0.273,0.0832,1.144,0.0319,
4237,2022-02-20,0.633,4.552,,0.276,0.209,0.0708,1.102,0.0301,
4238,2022-02-21,1.228,4.596,,0.294,0.213,0.085,0.55,0.0481,
4239,2022-02-22,0.955,4.986,,0.302,0.235,0.0922,0.543,0.0388,
4240,2022-02-23,0.854,4.93,,0.28,0.227,0.0878,0.59,0.0412,
4241,2022-02-24,1.228,5.611,,0.323,0.221,0.0889,0.54,0.0398,
4242,2022-02-25,1.355,4.35,,0.277,0.233,0.0956,0.314,0.0403,
4243,2022-02-26,0.855,3.753,,0.263,0.219,0.0843,0.394,0.00648,
4244,2022-02-27,0.81,3.585,,0.246,0.175,0.0898,0.414,0.0347,
4245,2022-02-28,0.962,4.098,,0.298,0.234,0.102,0.668,0.038,
4246,2022-03-01,1.884,4.23,,0.295,0.246,0.159,0.714,0.0406,
4247,2022-03-02,3.33,4.3,,0.278,0.239,0.0949,0.814,0.0447,
4248,2022-03-03,2.148,4.314,,0.275,0.218,0.0896,0.535,0.046,
4249,2022-03-04,1.734,3.82,,0.27,0.218,0.108,0.535,0.0348,
4250,2022-03-05,1.444,3.335,,0.244,0.221,0.0818,0.558,0.034,
4251,2022-03-06,1.143,3.72,,0.232,0.194,0.0802,0.507,0.0294,
4252,2022-03-07,1.206,4.249,,0.231,0.246,0.0909,0.641,0.0336,
4253,2022-03-08,1.132,4.563,,0.236,0.22,0.106,0.674,0.0446,
4254,2022-03-09,1.289,3.654,,0.663,0.258,0.0941,0.78,0.0485,
4255,2022-03-10,1.27,3.686,,16.144,0.224,0.0899,0.571,0.046,
4256,2022-03-11,1.264,3.571,,0.315,0.212,0.15,0.397,0.148,
4257,2022-03-12,0.803,2.954,,0.218,0.224,0.087,0.459,0.0653,
4258,2022-03-13,0.713,3.244,,0.216,0.206,0.075,0.456,0.0345,
4259,2022-03-14,1.067,3.677,,3.799,0.2,0.0668,0.573,0.0345,
4260,2022-03-15,1.118,3.619,,0.316,0.274,0.0834,0.847,0.039,
4261,2022-03-16,1.045,4.048,,0.326,0.252,0.0994,0.633,0.0392,
4262,2022-03-17,1.047,4.898,,0.308,0.249,0.0895,0.385,0.0507,
4263,2022-03-18,1.172,5.025,,0.283,0.249,0.0932,0.579,0.0545,
4264,2022-03-19,0.824,3.502,,0.297,0.248,0.0894,0.471,0.0386,
4265,2022-03-20,0.667,3.555,,0.281,0.234,0.0749,0.495,0.0412,
4266,2022-03-21,0.983,3.785,,0.277,0.227,0.0741,0.645,0.0467,
4267,2022-03-22,1.148,3.87,,0.284,0.248,0.079,0.656,0.0367,
4268,2022-03-23,1.181,3.522,,0.308,0.227,0.0953,0.518,0.0356,
4269,2022-03-24,1.257,4.041,,0.342,0.239,1.438,0.719,0.0356,
4270,2022-03-25,1.307,3.702,,0.36,0.231,0.104,0.636,0.0392,
4271,2022-03-26,0.807,3.182,,0.307,0.23,0.0825,0.318,0.0417,
4272,2022-03-27,0.905,4.531,,0.346,0.225,0.0863,0.445,0.0319,
4273,2022-03-28,1.077,5.247,,0.339,0.243,0.0894,0.604,0.0121,
4274,2022-03-29,1.045,4.521,,0.343,0.242,0.0962,0.668,0.0363,
4275,2022-03-30,1.308,4.204,,0.281,0.293,0.0842,0.714,0.0423,
4276,2022-03-31,1.889,4.21,,0.331,0.252,0.0986,0.459,0.0384,
4277,2022-04-01,2.18,4.373,,0.345,0.232,0.128,0.791,0.047,
4278,2022-04-02,1.512,4.622,,0.29,0.211,0.0855,0.437,0.0376,
4279,2022-04-03,1.188,4.183,,0.292,0.197,0.127,0.542,0.0286,
4280,2022-04-04,1.256,4.919,,0.335,0.233,0.0792,0.522,0.0399,
4281,2022-04-05,1.187,5.072,,0.426,0.251,0.114,0.566,0.0386,
4282,2022-04-06,1.086,4.45,,0.391,0.285,0.0996,0.736,0.0537,
4283,2022-04-07,1.151,4.51,,0.306,0.256,0.113,1.23,0.0529,
4284,2022-04-08,1.352,4.064,,0.296,0.223,0.107,0.425,0.037,
4285,2022-04-09,0.846,3.145,,0.288,0.246,0.104,0.688,0.0314,
4286,2022-04-10,0.775,3.622,,0.308,0.224,0.0814,0.56,0.036,
4287,2022-04-11,1.213,4.055,,0.316,0.31,0.0988,0.633,0.0441,
4288,2022-04-12,1.109,3.79,,0.303,0.269,0.0984,0.839,0.0409,
4289,2022-04-13,1.338,3.759,,0.246,0.235,0.0806,0.578,0.0363,
4290,2022-04-14,1.267,4.45,,0.285,0.229,0.114,0.507,0.046,
4291,2022-04-15,0.89,3.15,,0.31,0.238,0.115,0.48,0.0409,
4292,2022-04-16,0.762,3.658,,0.27,0.205,0.0936,0.333,0.0398,
4293,2022-04-17,0.516,3.311,,0.267,0.205,0.0814,0.469,0.0411,
4294,2022-04-18,1.007,3.945,,0.283,0.225,0.0828,0.67,0.0321,
4295,2022-04-19,1.195,3.923,,0.276,0.238,0.0955,0.615,0.036,
4296,2022-04-20,0.882,4.542,,0.305,0.234,0.112,0.755,0.0354,
4297,2022-04-21,1.019,4.231,,0.291,0.243,0.115,0.682,0.0343,
4298,2022-04-22,1.284,4.11,,0.226,0.209,0.11,1.139,0.041,
4299,2022-04-23,0.799,2.952,,0.233,0.214,0.105,0.394,0.0342,
4300,2022-04-24,0.625,3.1,,0.256,0.186,0.0843,0.373,0.0444,
4301,2022-04-25,1.251,4.482,,0.382,0.23,0.0818,0.583,0.0318,
4302,2022-04-26,1.276,3.605,,0.367,0.237,0.0964,4.997,0.0355,
4303,2022-04-27,1.04,3.86,,0.246,0.245,0.0831,0.448,0.00797,
4304,2022-04-28,1.349,3.961,,0.242,0.203,0.12,0.401,0.0449,
4305,2022-04-29,1.433,4.217,,0.257,0.226,0.242,0.503,0.0348,
4306,2022-04-30,1.104,3.965,,0.245,0.2,0.197,0.451,0.0331,
4307,2022-05-01,0.744,11.819,,0.251,0.205,0.0939,0.564,0.0285,
4308,2022-05-02,1.054,3.818,,0.225,0.216,0.109,0.622,0.031,
4309,2022-05-03,1.021,3.501,,0.219,0.207,0.11,0.59,0.0378,
4310,2022-05-04,1.365,3.823,,0.228,0.23,0.104,0.544,0.0519,
4311,2022-05-05,2.227,4.812,,0.31,0.222,0.111,0.229,0.0318,
4312,2022-05-06,1.876,3.933,,0.219,0.212,0.108,0.486,0.0337,
4313,2022-05-07,1.519,2.693,,0.209,0.226,0.0991,0.387,0.0358,
4314,2022-05-08,1.248,3.006,,0.197,0.208,0.127,0.496,0.0365,
4315,2022-05-09,2.003,5.482,,0.308,0.236,0.115,0.517,0.0475,
4316,2022-05-10,1.792,5.597,,0.261,0.222,0.0986,0.768,0.0398,
4317,2022-05-11,2.331,9.792,,0.33,0.284,0.115,0.69,0.0626,
4318,2022-05-12,3.397,11.791,,0.355,0.307,0.108,0.714,0.0527,
4319,2022-05-13,3.215,5.544,,0.296,0.224,0.1,0.501,0.0423,
4320,2022-05-14,2.824,4.618,,0.28,0.226,0.109,0.242,0.0585,
4321,2022-05-15,2.092,3.5,,0.226,0.202,0.135,0.51,0.0456,
4322,2022-05-16,2.01,3.647,,0.22,0.209,0.116,0.614,0.0519,
4323,2022-05-17,2.018,3.726,,0.213,0.225,0.0991,0.571,0.0381,
4324,2022-05-18,1.938,3.49,,0.212,0.227,0.105,0.506,0.0531,
4325,2022-05-19,2.193,3.725,,0.199,0.197,0.102,0.609,0.0604,
4326,2022-05-20,2.094,3.456,,0.207,0.207,0.0923,0.341,0.0498,
4327,2022-05-21,1.407,3.189,,0.191,0.175,0.093,0.367,0.0345,
4328,2022-05-22,1.505,2.81,,0.205,0.181,0.0941,0.458,0.0321,
4329,2022-05-23,1.559,3.364,,0.201,0.206,0.0768,0.576,0.0336,
4330,2022-05-24,2.112,3.352,,0.207,0.189,0.086,0.666,0.0285,
4331,2022-05-25,2.118,3.357,,0.19,0.207,0.0973,0.582,0.0379,
4332,2022-05-26,1.962,4.184,,0.214,0.201,0.237,1.113,0.042,
4333,2022-05-27,1.985,3.985,,0.257,0.23,0.0933,0.439,0.0328,
4334,2022-05-28,1.263,2.738,,0.202,0.19,0.136,0.36,0.00685,
4335,2022-05-29,1.059,2.678,,0.178,0.194,0.0847,0.367,0.0305,
4336,2022-05-30,1.368,3.578,,0.21,0.224,0.098,0.586,0.0391,
4337,2022-05-31,1.48,4.187,,0.214,0.257,0.104,0.709,0.0318,
4338,2022-06-01,2.166,3.694,,0.213,0.233,0.105,0.62,0.031,
4339,2022-06-02,2.439,3.292,,0.2,0.2,0.0975,0.387,0.0403,
4340,2022-06-03,1.985,3.619,,0.195,0.196,0.0991,0.428,0.0386,
4341,2022-06-04,1.428,3.825,,0.181,0.168,0.0757,0.342,0.0319,
4342,2022-06-05,1.026,3.485,,0.179,0.169,0.106,0.449,0.0361,
4343,2022-06-06,1.337,3.848,,0.188,0.193,0.0888,0.647,0.0358,
4344,2022-06-07,1.151,4.329,,0.199,0.211,0.118,0.654,0.0403,
4345,2022-06-08,0.964,4.397,,0.199,0.23,0.0847,0.663,0.0657,
4346,2022-06-09,1.092,4.036,,0.21,0.208,0.111,0.491,0.0472,
4347,2022-06-10,1.456,3.897,,0.199,0.229,0.0988,0.616,0.0612,
4348,2022-06-11,1.159,3.85,,0.198,0.216,0.147,0.349,0.0621,
4349,2022-06-12,1.209,3.971,,0.213,0.224,0.129,0.476,0.0529,
4350,2022-06-13,3.277,8.734,,0.255,0.276,0.119,0.68,0.0831,
4351,2022-06-14,2.781,6.585,,0.24,0.254,0.189,0.697,0.0567,
4352,2022-06-15,2.439,6.655,,0.232,0.342,0.176,0.808,0.0902,
4353,2022-06-16,3.047,4.43,,0.21,0.245,0.167,0.526,0.0515,
4354,2022-06-17,3.131,4.32,,0.187,0.224,0.115,0.5,0.0562,
4355,2022-06-18,2.103,5.714,,0.211,0.207,0.136,0.571,0.0537,
4356,2022-06-19,1.525,4.756,,0.222,0.209,0.175,0.483,0.0407,
4357,2022-06-20,1.805,4.136,,0.205,0.297,0.151,0.543,0.0624,
4358,2022-06-21,1.711,4.479,,0.2,0.217,0.203,0.761,0.0532,
4359,2022-06-22,2.061,4.175,,0.188,0.191,0.205,0.765,0.0561,
4360,2022-06-23,1.536,4.472,,0.204,0.223,0.202,0.587,0.04,
4361,2022-06-24,1.966,4.577,,0.226,0.206,0.168,0.431,0.0643,
4362,2022-06-25,1.399,3.51,,0.227,0.176,0.0967,0.409,0.0285,
4363,2022-06-26,1.457,3.518,,0.214,0.2,0.139,0.513,0.0474,
4364,2022-06-27,1.666,3.942,,0.244,0.22,0.241,0.614,0.00925,
4365,2022-06-28,1.522,4.489,,0.232,0.211,0.273,0.635,0.0703,
4366,2022-06-29,1.408,5.33,,0.204,0.178,0.183,0.786,0.0515,
4367,2022-06-30,1.527,5.051,,0.213,0.211,0.199,0.661,0.0573,
4368,2022-07-01,2.116,3.814,,0.225,0.215,0.26,0.565,0.0507,
4369,2022-07-02,1.519,2.959,,0.208,0.169,0.173,0.421,0.0334,
4370,2022-07-03,1.022,3.003,,0.189,0.154,0.208,0.532,0.0493,
4371,2022-07-04,1.495,3.403,,0.198,0.173,0.25,0.653,0.0483,
4372,2022-07-05,2.607,3.625,,0.197,0.204,0.24,0.703,0.0486,
4373,2022-07-06,2.994,3.812,,0.211,0.189,0.101,1.604,0.0365,
4374,2022-07-07,2.426,3.791,,0.221,0.118,0.0856,0.838,0.0616,
4375,2022-07-08,2.413,3.494,,0.215,0.259,0.125,0.666,0.0741,
4376,2022-07-09,1.856,3.421,,0.199,0.225,0.0758,0.433,0.0598,
4377,2022-07-10,1.315,3.011,,0.158,0.184,0.0756,0.456,0.0603,
4378,2022-07-11,1.958,3.737,,0.185,0.226,0.11,0.736,0.0599,
4379,2022-07-12,1.807,3.661,,0.163,0.201,0.076,0.709,0.0772,
4380,2022-07-13,3.242,4.056,,0.205,0.215,0.0993,0.817,0.0758,
4381,2022-07-14,3.909,3.847,,0.227,0.202,0.0777,0.644,0.0731,
4382,2022-07-15,2.854,3.707,,0.233,0.191,0.0814,0.591,0.0859,
4383,2022-07-16,1.939,3.909,,0.228,0.174,0.0727,0.503,0.0785,
4384,2022-07-17,1.999,3.355,,0.218,0.189,0.113,0.447,0.0319,
4385,2022-07-18,2.654,4.108,,0.217,0.207,0.0838,0.805,0.049,
4386,2022-07-19,3.002,4.352,,0.354,0.286,0.089,0.703,0.0619,
4387,2022-07-20,3.155,3.973,,0.253,114.123,0.132,0.746,0.0521,
4388,2022-07-21,2.711,3.711,,0.26,117.841,0.0893,0.819,0.0522,
4389,2022-07-22,2.57,3.331,,0.28,199.556,0.0922,0.524,0.0535,
4390,2022-07-23,1.379,2.905,,0.283,123.162,0.0859,0.41,0.0323,
4391,2022-07-24,1.077,2.928,,0.264,121.083,0.0712,0.536,0.0463,
4392,2022-07-25,1.407,3.603,,0.229,108.677,0.107,0.762,0.0414,
4393,2022-07-26,1.436,3.38,,0.252,119.428,0.096,0.887,0.047,
4394,2022-07-27,1.165,4.023,,0.29,120.626,0.0999,0.527,0.0151,
4395,2022-07-28,1.8,3.976,,0.346,123.696,0.0754,0.715,0.0555,
4396,2022-07-29,1.636,3.651,,0.254,128.37,0.103,0.728,0.0532,
4397,2022-07-30,1.525,2.942,,0.271,139.601,0.0949,0.376,0.0351,
4398,2022-07-31,1.14,2.856,,0.242,130.063,0.0757,0.326,0.0328,
4399,2022-08-01,1.673,3.883,,0.231,155.451,0.094,0.754,0.0453,
4400,2022-08-02,1.543,3.422,,0.244,123.606,0.105,0.715,0.0317,
4401,2022-08-03,1.691,3.103,,0.241,119.384,0.0643,0.852,0.0336,
4402,2022-08-04,2.086,2.931,,0.21,125.95,0.072,0.536,0.0614,
4403,2022-08-05,2.048,2.898,,0.231,118.794,0.0691,0.585,0.0517,
4404,2022-08-06,1.33,2.495,,0.199,145.492,0.0701,0.469,0.0474,
4405,2022-08-07,1.106,2.618,,0.172,125.066,0.0862,0.757,0.0423,
4406,2022-08-08,1.696,3.346,,0.201,114.582,0.0803,0.69,0.0485,
4407,2022-08-09,2.504,3.367,,0.318,111.649,0.0894,0.73,0.0483,
4408,2022-08-10,2.021,4.053,,0.194,124.823,0.0725,0.872,0.0539,
4409,2022-08-11,2.088,3.48,,0.209,123.516,0.0666,0.653,0.0408,
4410,2022-08-12,1.765,3.136,,0.178,122.515,0.0886,1.008,0.0376,
4411,2022-08-13,1.315,2.77,,0.181,119.986,0.0782,0.854,0.033,
4412,2022-08-14,0.947,2.883,,0.235,212.708,0.0931,0.689,0.0399,
4413,2022-08-15,1.148,3.512,,0.256,116.2,0.0871,0.95,0.0445,
4414,2022-08-16,1.26,2.741,,0.337,159.1,0.0864,0.809,0.0368,
4415,2022-08-17,1.849,2.975,,0.262,110.135,0.0784,0.823,0.03,
4416,2022-08-18,1.634,2.691,,0.199,108.646,0.0811,0.898,0.049,
4417,2022-08-19,1.229,3.621,,0.199,134.407,0.111,0.882,0.0441,
4418,2022-08-20,0.962,2.685,,0.185,137.877,0.0851,0.689,0.0352,
4419,2022-08-21,0.861,2.546,,0.18,136.76,0.0757,0.609,0.0231,
4420,2022-08-22,1.151,3.194,,0.189,129.225,0.073,0.929,0.0304,
4421,2022-08-23,1.058,2.943,,0.184,117.152,0.076,0.814,0.0292,
4422,2022-08-24,1.061,2.953,,0.18,210.235,0.0937,0.71,0.0297,
4423,2022-08-25,1.085,3.131,,0.171,139.356,0.0855,0.941,0.0333,
4424,2022-08-26,1.019,3.353,,0.184,103.994,0.122,0.979,0.0349,
4425,2022-08-27,0.961,2.508,,0.179,120.114,0.0765,1.156,0.00759,
4426,2022-08-28,0.74,2.499,,0.165,107.75,0.0719,1.04,0.0371,
4427,2022-08-29,1.11,3.108,,0.169,102.026,0.0674,1.258,0.0289,
4428,2022-08-30,1.182,3.564,,0.152,114.46,0.059,1.748,0.0293,
4429,2022-08-31,1.411,3.504,,0.178,110.141,0.0379,1.285,0.0366,
4430,2022-09-01,1.679,3.036,,0.187,109.829,0.0436,1.231,0.0325,
4431,2022-09-02,2.218,2.824,,0.176,105.45,0.0508,1.183,0.0318,
4432,2022-09-03,1.557,2.164,,0.16,105.581,0.0376,0.931,0.0301,
4433,2022-09-04,0.988,2.331,,0.132,122.561,0.0423,0.761,0.026,
4434,2022-09-05,1.449,2.735,,0.16,104.275,0.0392,1.276,0.0373,
4435,2022-09-06,1.695,3.045,,0.178,106.389,0.0596,1.292,0.0377,
4436,2022-09-07,1.595,3.615,,0.167,112.798,0.0472,1.546,0.045,
4437,2022-09-08,1.903,3.826,,0.199,109.658,0.0382,1.297,0.0442,
4438,2022-09-09,1.872,3.238,,0.223,111.885,0.0699,1.248,0.0415,
4439,2022-09-10,1.25,2.704,,0.186,112.539,0.0466,1.036,0.035,
4440,2022-09-11,0.886,2.783,,0.18,107.781,0.0347,0.903,0.0379,
4441,2022-09-12,1.339,3.392,,0.187,116.32,0.0448,1.546,0.0314,
4442,2022-09-13,1.786,4.198,,0.18,125.451,0.0389,1.488,0.0342,
4443,2022-09-14,2.112,3.248,,0.171,106.111,0.0385,1.107,0.047,
4444,2022-09-15,1.85,3.96,,0.164,107.347,0.0373,1.183,0.0355,
4445,2022-09-16,2.33,3.104,,0.16,111.375,0.0518,0.977,0.0349,
4446,2022-09-17,1.562,2.357,,0.139,111.489,0.0579,0.767,0.025,
4447,2022-09-18,1.25,2.756,,0.156,105.305,0.0419,0.816,0.0207,
4448,2022-09-19,1.589,3.11,,0.173,103.765,0.0467,1.475,0.0808,
4449,2022-09-20,1.529,3.141,,0.188,104.295,0.0437,1.567,0.0304,
4450,2022-09-21,1.565,3.771,,0.174,104.452,0.047,1.59,0.035,
4451,2022-09-22,1.59,2.956,,0.157,106.187,0.0383,1.06,0.0309,
4452,2022-09-23,1.834,3.073,,0.173,105.899,0.036,1.379,0.0283,
4453,2022-09-24,1.214,2.454,,0.174,110.27,0.0356,0.853,0.0284,
4454,2022-09-25,1.132,2.6,,0.138,105.193,0.0506,0.785,0.026,
4455,2022-09-26,1.52,3.305,,0.139,103.346,0.0431,1.23,0.00731,
4456,2022-09-27,2.04,3.21,,0.146,110.946,0.0474,1.499,0.0279,
4457,2022-09-28,1.476,3.297,,0.148,,0.0524,1.358,0.0275,
4458,2022-09-29,1.638,3.135,,0.166,,0.0476,1.18,0.0365,
4459,2022-09-30,1.547,3.097,,0.157,,0.06,1.124,0.0315,
4460,2022-10-01,1.077,2.441,,0.156,,0.0504,1.15,0.0226,
4461,2022-10-02,0.913,2.424,,0.138,,0.0474,1.048,0.0266,
4462,2022-10-03,1.179,2.781,,0.147,,0.0851,1.246,0.0276,
4463,2022-10-04,0.997,2.907,,0.176,,0.0615,1.532,0.0296,
4464,2022-10-05,0.836,3.256,,0.159,,0.0423,1.308,0.0336,
4465,2022-10-06,1.014,2.888,,0.162,,0.0638,1.699,0.0312,
4466,2022-10-07,0.982,2.887,,0.151,,0.0849,1.087,0.0236,
4467,2022-10-08,0.608,2.357,,0.153,,0.0841,0.781,0.0318,
4468,2022-10-09,0.598,2.395,,0.135,,0.0794,1.234,0.0436,
4469,2022-10-10,0.765,2.947,,0.158,,0.0495,1.257,0.0298,
4470,2022-10-11,0.894,2.668,,0.131,,0.0662,1.322,0.0253,
4471,2022-10-12,1.09,2.731,,0.139,,0.0687,1.388,0.0309,
4472,2022-10-13,1.629,3.236,,0.159,,0.0711,1.463,0.0332,
4473,2022-10-14,1.513,2.774,,0.161,111.452,0.0882,0.891,0.0339,
4474,2022-10-15,0.97,2.34,,0.151,109.28,0.0696,0.863,0.0339,
4475,2022-10-16,0.905,2.646,,0.14,106.17,0.0676,0.859,0.0244,
4476,2022-10-17,1.373,3.537,,0.138,106.432,0.0707,1.325,0.0416,
4477,2022-10-18,1.85,3.518,,0.15,116.706,0.0571,1.343,0.0274,
4478,2022-10-19,1.743,3.33,,0.148,127.535,0.0305,1.377,0.0274,
4479,2022-10-20,1.392,3.865,,0.153,105.328,0.0475,1.421,0.0325,
4480,2022-10-21,1.196,3.932,,0.147,137.868,0.0507,1.087,0.0368,
4481,2022-10-22,1.08,2.714,,0.157,155.455,0.0319,0.898,0.0297,
4482,2022-10-23,0.795,2.841,,0.143,122.721,0.0386,1.107,0.0246,
4483,2022-10-24,1.387,3.077,,0.15,114.464,0.0656,1.771,0.0432,
4484,2022-10-25,2.157,3.389,,0.145,108.026,0.0808,1.286,0.0293,
4485,2022-10-26,2.374,3.465,,0.222,138.139,0.078,1.87,0.013,
4486,2022-10-27,2.017,3.088,,0.256,111.611,0.0542,1.187,0.0317,
4487,2022-10-28,1.85,3.193,,0.235,125.952,0.0958,1.779,0.0335,
4488,2022-10-29,1.615,3.141,,0.521,125.069,0.0783,0.927,0.0311,
4489,2022-10-30,1.488,2.405,,0.337,113.843,0.0355,1.415,0.0262,
4490,2022-10-31,1.406,3.406,,0.275,113.617,0.0375,1.457,0.0267,
4491,2022-11-01,1.635,2.991,,0.358,114.322,0.0402,1.236,0.0374,
4492,2022-11-02,2.147,3.502,,0.331,117.497,0.0391,1.697,0.0301,
4493,2022-11-03,1.813,3.274,,1.014,130.592,0.031,1.445,0.0327,
4494,2022-11-04,2.381,3.487,,1.363,107.709,0.0432,1.181,0.0293,
4495,2022-11-05,1.67,2.332,,0.21,108.358,0.0369,1.072,0.0294,
4496,2022-11-06,1.583,2.541,,0.181,133.984,0.0361,1.171,0.0273,
4497,2022-11-07,1.736,2.999,,0.218,114.183,0.0362,1.67,0.0599,
4498,2022-11-08,2.104,6.152,,0.238,123.407,0.0418,1.449,0.0864,
4499,2022-11-09,2.612,7.206,,0.24,117.819,0.0386,1.446,0.0486,
4500,2022-11-10,2.582,6.389,,0.233,119.674,0.0393,1.376,0.0403,
4501,2022-11-11,2.553,4.766,,0.219,116.061,0.045,1.423,0.0434,
4502,2022-11-12,1.528,3.309,,0.262,124.004,0.0355,0.748,0.0294,
4503,2022-11-13,1.991,3.326,,0.263,123.441,0.0459,1.132,0.0295,
4504,2022-11-14,2.888,3.863,,0.231,159.687,0.0384,1.25,0.0432,
4505,2022-11-15,3.615,3.361,,0.22,224.623,0.0495,1.13,0.0359,
4506,2022-11-16,3.653,2.984,,0.196,109.944,0.0504,1.277,0.0502,
4507,2022-11-17,3.853,2.948,,0.206,119.948,0.0609,1.269,0.0375,
4508,2022-11-18,4.794,2.514,,0.16,115.754,0.0511,1.472,0.0509,
4509,2022-11-19,2.862,2.103,,0.168,135.519,0.0567,1.283,0.0315,
4510,2022-11-20,2.046,2.571,,0.163,117.506,0.0629,1.002,0.0317,
4511,2022-11-21,3.052,3.063,,0.184,124.625,0.0584,1.314,0.0413,
4512,2022-11-22,3.291,3.214,,0.313,115.601,0.0862,1.395,0.0378,
4513,2022-11-23,3.172,2.476,,0.171,111.937,0.0495,1.096,0.0515,
4514,2022-11-24,3.354,2.351,,0.161,113.617,0.0477,1.257,0.0367,
4515,2022-11-25,3.401,2.118,,0.277,116.868,0.0664,1.187,0.0279,
